"","year","mun","trat","pto","se","value"
"9094",2012,"Erongaricuaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9095",2012,"La Huacana",0,1,"Electric power industry, and drinking water collection and supply",0
"9096",2012,"Huiramba",1,1,"Electric power industry, and drinking water collection and supply",0
"9097",2012,"Lagunillas",1,1,"Electric power industry, and drinking water collection and supply",0
"9098",2012,"Madero",1,1,"Electric power industry, and drinking water collection and supply",0
"9099",2012,"Salvador Escalante",1,1,"Electric power industry, and drinking water collection and supply",0
"9100",2012,"Tzintzuntzan",1,1,"Electric power industry, and drinking water collection and supply",0
"9101",2012,"Angamacutiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9102",2012,"Jose Sixto Verduzco",0,1,"Electric power industry, and drinking water collection and supply",102
"9103",2012,"Morelos",0,1,"Electric power industry, and drinking water collection and supply",0
"9104",2012,"Panindicuaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9105",2012,"Puruandiro",0,1,"Electric power industry, and drinking water collection and supply",437
"9106",2012,"Churumuco",0,1,"Electric power industry, and drinking water collection and supply",0
"9107",2012,"Zinapecuaro",1,1,"Electric power industry, and drinking water collection and supply",402
"9108",2012,"Querendaro",0,1,"Electric power industry, and drinking water collection and supply",1
"9109",2012,"Indaparapeo",0,1,"Electric power industry, and drinking water collection and supply",0
"9110",2012,"Charo",0,1,"Electric power industry, and drinking water collection and supply",0
"9111",2012,"Alvaro Obregon",0,1,"Electric power industry, and drinking water collection and supply",0
"9112",2012,"Coeneo",0,1,"Electric power industry, and drinking water collection and supply",0
"9113",2012,"Jimenez",0,1,"Electric power industry, and drinking water collection and supply",0
"9114",2012,"Huaniqueo",0,1,"Electric power industry, and drinking water collection and supply",0
"9115",2012,"Caracuaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9116",2012,"Cuitzeo",0,1,"Electric power industry, and drinking water collection and supply",182
"9117",2012,"Chucandiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9118",2012,"Santa Ana Maya",0,1,"Electric power industry, and drinking water collection and supply",0
"9119",2012,"Huandacareo",0,1,"Electric power industry, and drinking water collection and supply",92
"9120",2012,"Copandaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9121",2012,"Tzitzio",0,1,"Electric power industry, and drinking water collection and supply",0
"9122",2012,"Apatzingan",1,1,"Electric power industry, and drinking water collection and supply",833
"9123",2012,"Charapan",0,1,"Electric power industry, and drinking water collection and supply",0
"9124",2012,"Cheran",0,1,"Electric power industry, and drinking water collection and supply",0
"9125",2012,"Gabriel Zamora",0,1,"Electric power industry, and drinking water collection and supply",134
"9126",2012,"Mugica",0,1,"Electric power industry, and drinking water collection and supply",423
"9127",2012,"Nuevo Urecho",0,1,"Electric power industry, and drinking water collection and supply",0
"9128",2012,"Paracuaro",0,1,"Electric power industry, and drinking water collection and supply",74
"9129",2012,"Paracho",0,1,"Electric power industry, and drinking water collection and supply",240
"9130",2012,"Taretan",1,1,"Electric power industry, and drinking water collection and supply",0
"9131",2012,"Uruapan",1,1,"Electric power industry, and drinking water collection and supply",3710
"9132",2012,"Tingambato",1,1,"Electric power industry, and drinking water collection and supply",0
"9133",2012,"Tepalcatepec",0,1,"Electric power industry, and drinking water collection and supply",385
"9134",2012,"Buenavista",0,1,"Electric power industry, and drinking water collection and supply",302
"9135",2012,"Ziracuaretiro",1,1,"Electric power industry, and drinking water collection and supply",0
"9136",2012,"Nuevo Parangaricutiro",1,1,"Electric power industry, and drinking water collection and supply",0
"9137",2012,"Nahuatzen",0,1,"Electric power industry, and drinking water collection and supply",0
"9138",2012,"Coalcoman",0,1,"Electric power industry, and drinking water collection and supply",0
"9139",2012,"Tumbiscatio",0,1,"Electric power industry, and drinking water collection and supply",0
"9140",2012,"Aguililla",0,1,"Electric power industry, and drinking water collection and supply",0
"9141",2012,"Tancitaro",1,1,"Electric power industry, and drinking water collection and supply",49
"9142",2012,"Cotija",1,1,"Electric power industry, and drinking water collection and supply",94
"9143",2012,"Chilchota",1,1,"Electric power industry, and drinking water collection and supply",15
"9144",2012,"Jacona",0,1,"Electric power industry, and drinking water collection and supply",163
"9145",2012,"Jiquilpan",0,1,"Electric power industry, and drinking water collection and supply",1024
"9146",2012,"La Piedad",0,1,"Electric power industry, and drinking water collection and supply",762
"9147",2012,"Los Reyes",1,1,"Electric power industry, and drinking water collection and supply",567
"9148",2012,"Periban",1,1,"Electric power industry, and drinking water collection and supply",127
"9149",2012,"Sahuayo",0,1,"Electric power industry, and drinking water collection and supply",63
"9150",2012,"Tinguindin",1,1,"Electric power industry, and drinking water collection and supply",0
"9151",2012,"Tocumbo",1,1,"Electric power industry, and drinking water collection and supply",0
"9152",2012,"Venustiano Carranza",0,1,"Electric power industry, and drinking water collection and supply",0
"9153",2012,"Zamora",0,1,"Electric power industry, and drinking water collection and supply",1388
"9154",2012,"Penjamillo",0,1,"Electric power industry, and drinking water collection and supply",183
"9155",2012,"Pajacuaran",0,1,"Electric power industry, and drinking water collection and supply",107
"9156",2012,"Vista Hermosa",0,1,"Electric power industry, and drinking water collection and supply",0
"9157",2012,"Tanhuato",0,1,"Electric power industry, and drinking water collection and supply",0
"9158",2012,"Brisenas",0,1,"Electric power industry, and drinking water collection and supply",0
"9159",2012,"Zinaparo",0,1,"Electric power industry, and drinking water collection and supply",0
"9160",2012,"Churintzio",0,1,"Electric power industry, and drinking water collection and supply",48
"9161",2012,"Numaran",0,1,"Electric power industry, and drinking water collection and supply",0
"9162",2012,"Tangancicuaro",1,1,"Electric power industry, and drinking water collection and supply",193
"9163",2012,"Purepero",1,1,"Electric power industry, and drinking water collection and supply",300
"9164",2012,"Tlazazalca",0,1,"Electric power industry, and drinking water collection and supply",0
"9165",2012,"Cojumatlan de Regules",0,1,"Electric power industry, and drinking water collection and supply",0
"9166",2012,"Chavinda",0,1,"Electric power industry, and drinking water collection and supply",0
"9167",2012,"Tangamandapio",1,1,"Electric power industry, and drinking water collection and supply",0
"9168",2012,"Yurecuaro",0,1,"Electric power industry, and drinking water collection and supply",334
"9169",2012,"Ecuandureo",0,1,"Electric power industry, and drinking water collection and supply",51
"9170",2012,"Villamar",0,1,"Electric power industry, and drinking water collection and supply",0
"9171",2012,"Ixtlan",0,1,"Electric power industry, and drinking water collection and supply",0
"9172",2012,"Marcos Castellanos",0,1,"Electric power industry, and drinking water collection and supply",0
"9173",2012,"Hidalgo",1,1,"Electric power industry, and drinking water collection and supply",2443
"9174",2012,"Jungapeo",1,1,"Electric power industry, and drinking water collection and supply",0
"9175",2012,"Zitacuaro",1,1,"Electric power industry, and drinking water collection and supply",715
"9176",2012,"Angangueo",0,1,"Electric power industry, and drinking water collection and supply",0
"9177",2012,"Tlalpujahua",0,1,"Electric power industry, and drinking water collection and supply",0
"9178",2012,"Ocampo",1,1,"Electric power industry, and drinking water collection and supply",0
"9179",2012,"Maravatio",0,1,"Electric power industry, and drinking water collection and supply",0
"9180",2012,"Contepec",0,1,"Electric power industry, and drinking water collection and supply",0
"9181",2012,"Huetamo",0,1,"Electric power industry, and drinking water collection and supply",0
"9182",2012,"San Lucas",0,1,"Electric power industry, and drinking water collection and supply",0
"9183",2012,"Irimbo",0,1,"Electric power industry, and drinking water collection and supply",0
"9184",2012,"Aporo",0,1,"Electric power industry, and drinking water collection and supply",0
"9185",2012,"Tuxpan",1,1,"Electric power industry, and drinking water collection and supply",189
"9186",2012,"Senguio",0,1,"Electric power industry, and drinking water collection and supply",0
"9187",2012,"Tiquicheo",0,1,"Electric power industry, and drinking water collection and supply",0
"9188",2012,"Tuzantla",0,1,"Electric power industry, and drinking water collection and supply",0
"9189",2012,"Juarez",1,1,"Electric power industry, and drinking water collection and supply",0
"9190",2012,"Susupuato",0,1,"Electric power industry, and drinking water collection and supply",0
"9191",2012,"Epitacio Huerta",0,1,"Electric power industry, and drinking water collection and supply",0
"9192",2012,"Arteaga",0,1,"Electric power industry, and drinking water collection and supply",1578
"9193",2012,"Lazaro Cardenas",0,1,"Electric power industry, and drinking water collection and supply",2469
"9194",2013,"Chinicuila",0,1,"Electric power industry, and drinking water collection and supply",0
"9195",2013,"Coahuayana",0,1,"Electric power industry, and drinking water collection and supply",227
"9196",2013,"Aquila",0,1,"Electric power industry, and drinking water collection and supply",0
"9197",2013,"Morelia",0,1,"Electric power industry, and drinking water collection and supply",6477
"9198",2013,"Nocupetaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9199",2013,"Patzcuaro",1,1,"Electric power industry, and drinking water collection and supply",700
"9200",2013,"Quiroga",1,1,"Electric power industry, and drinking water collection and supply",0
"9201",2013,"Tacambaro",1,1,"Electric power industry, and drinking water collection and supply",495
"9202",2013,"Turicato",1,1,"Electric power industry, and drinking water collection and supply",0
"9203",2013,"Zacapu",0,1,"Electric power industry, and drinking water collection and supply",749
"9204",2013,"Tarimbaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9205",2013,"Acuitzio",1,1,"Electric power industry, and drinking water collection and supply",45
"9206",2013,"Ario",1,1,"Electric power industry, and drinking water collection and supply",0
"9207",2013,"Erongaricuaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9208",2013,"La Huacana",0,1,"Electric power industry, and drinking water collection and supply",0
"9209",2013,"Huiramba",1,1,"Electric power industry, and drinking water collection and supply",0
"9210",2013,"Lagunillas",1,1,"Electric power industry, and drinking water collection and supply",0
"9211",2013,"Madero",1,1,"Electric power industry, and drinking water collection and supply",0
"9212",2013,"Salvador Escalante",1,1,"Electric power industry, and drinking water collection and supply",0
"9213",2013,"Tzintzuntzan",1,1,"Electric power industry, and drinking water collection and supply",0
"9214",2013,"Angamacutiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9215",2013,"Jose Sixto Verduzco",0,1,"Electric power industry, and drinking water collection and supply",101
"9216",2013,"Morelos",0,1,"Electric power industry, and drinking water collection and supply",0
"9217",2013,"Panindicuaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9218",2013,"Puruandiro",0,1,"Electric power industry, and drinking water collection and supply",417
"9219",2013,"Churumuco",0,1,"Electric power industry, and drinking water collection and supply",0
"9220",2013,"Zinapecuaro",1,1,"Electric power industry, and drinking water collection and supply",428
"9221",2013,"Querendaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9222",2013,"Indaparapeo",0,1,"Electric power industry, and drinking water collection and supply",0
"9223",2013,"Charo",0,1,"Electric power industry, and drinking water collection and supply",0
"9224",2013,"Alvaro Obregon",0,1,"Electric power industry, and drinking water collection and supply",0
"9225",2013,"Coeneo",0,1,"Electric power industry, and drinking water collection and supply",0
"9226",2013,"Jimenez",0,1,"Electric power industry, and drinking water collection and supply",0
"9227",2013,"Huaniqueo",0,1,"Electric power industry, and drinking water collection and supply",0
"9228",2013,"Caracuaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9229",2013,"Cuitzeo",0,1,"Electric power industry, and drinking water collection and supply",182
"9230",2013,"Chucandiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9231",2013,"Santa Ana Maya",0,1,"Electric power industry, and drinking water collection and supply",0
"9232",2013,"Huandacareo",0,1,"Electric power industry, and drinking water collection and supply",94
"9233",2013,"Copandaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9234",2013,"Tzitzio",0,1,"Electric power industry, and drinking water collection and supply",0
"9235",2013,"Apatzingan",1,1,"Electric power industry, and drinking water collection and supply",842
"9236",2013,"Charapan",0,1,"Electric power industry, and drinking water collection and supply",0
"9237",2013,"Cheran",0,1,"Electric power industry, and drinking water collection and supply",0
"9238",2013,"Gabriel Zamora",0,1,"Electric power industry, and drinking water collection and supply",143
"9239",2013,"Mugica",0,1,"Electric power industry, and drinking water collection and supply",413
"9240",2013,"Nuevo Urecho",0,1,"Electric power industry, and drinking water collection and supply",0
"9241",2013,"Paracuaro",0,1,"Electric power industry, and drinking water collection and supply",75
"9242",2013,"Paracho",0,1,"Electric power industry, and drinking water collection and supply",224
"9243",2013,"Taretan",1,1,"Electric power industry, and drinking water collection and supply",0
"9244",2013,"Uruapan",1,1,"Electric power industry, and drinking water collection and supply",3433
"9245",2013,"Tingambato",1,1,"Electric power industry, and drinking water collection and supply",0
"9246",2013,"Tepalcatepec",0,1,"Electric power industry, and drinking water collection and supply",401
"9247",2013,"Buenavista",0,1,"Electric power industry, and drinking water collection and supply",299
"9248",2013,"Ziracuaretiro",1,1,"Electric power industry, and drinking water collection and supply",0
"9249",2013,"Nuevo Parangaricutiro",1,1,"Electric power industry, and drinking water collection and supply",0
"9250",2013,"Nahuatzen",0,1,"Electric power industry, and drinking water collection and supply",0
"9251",2013,"Coalcoman",0,1,"Electric power industry, and drinking water collection and supply",0
"9252",2013,"Tumbiscatio",0,1,"Electric power industry, and drinking water collection and supply",0
"9253",2013,"Aguililla",0,1,"Electric power industry, and drinking water collection and supply",0
"9254",2013,"Tancitaro",1,1,"Electric power industry, and drinking water collection and supply",48
"9255",2013,"Cotija",1,1,"Electric power industry, and drinking water collection and supply",102
"9256",2013,"Chilchota",1,1,"Electric power industry, and drinking water collection and supply",0
"9257",2013,"Jacona",0,1,"Electric power industry, and drinking water collection and supply",147
"9258",2013,"Jiquilpan",0,1,"Electric power industry, and drinking water collection and supply",1074
"9259",2013,"La Piedad",0,1,"Electric power industry, and drinking water collection and supply",790
"9260",2013,"Los Reyes",1,1,"Electric power industry, and drinking water collection and supply",601
"9261",2013,"Periban",1,1,"Electric power industry, and drinking water collection and supply",175
"9262",2013,"Sahuayo",0,1,"Electric power industry, and drinking water collection and supply",94
"9263",2013,"Tinguindin",1,1,"Electric power industry, and drinking water collection and supply",0
"9264",2013,"Tocumbo",1,1,"Electric power industry, and drinking water collection and supply",0
"9265",2013,"Venustiano Carranza",0,1,"Electric power industry, and drinking water collection and supply",0
"9266",2013,"Zamora",0,1,"Electric power industry, and drinking water collection and supply",1319
"9267",2013,"Penjamillo",0,1,"Electric power industry, and drinking water collection and supply",172
"9268",2013,"Pajacuaran",0,1,"Electric power industry, and drinking water collection and supply",84
"9269",2013,"Vista Hermosa",0,1,"Electric power industry, and drinking water collection and supply",0
"9270",2013,"Tanhuato",0,1,"Electric power industry, and drinking water collection and supply",0
"9271",2013,"Brisenas",0,1,"Electric power industry, and drinking water collection and supply",0
"9272",2013,"Zinaparo",0,1,"Electric power industry, and drinking water collection and supply",0
"9273",2013,"Churintzio",0,1,"Electric power industry, and drinking water collection and supply",48
"9274",2013,"Numaran",0,1,"Electric power industry, and drinking water collection and supply",0
"9275",2013,"Tangancicuaro",1,1,"Electric power industry, and drinking water collection and supply",190
"9276",2013,"Purepero",1,1,"Electric power industry, and drinking water collection and supply",346
"9277",2013,"Tlazazalca",0,1,"Electric power industry, and drinking water collection and supply",0
"9278",2013,"Cojumatlan de Regules",0,1,"Electric power industry, and drinking water collection and supply",0
"9279",2013,"Chavinda",0,1,"Electric power industry, and drinking water collection and supply",0
"9280",2013,"Tangamandapio",1,1,"Electric power industry, and drinking water collection and supply",0
"9281",2013,"Yurecuaro",0,1,"Electric power industry, and drinking water collection and supply",324
"9282",2013,"Ecuandureo",0,1,"Electric power industry, and drinking water collection and supply",61
"9283",2013,"Villamar",0,1,"Electric power industry, and drinking water collection and supply",0
"9284",2013,"Ixtlan",0,1,"Electric power industry, and drinking water collection and supply",0
"9285",2013,"Marcos Castellanos",0,1,"Electric power industry, and drinking water collection and supply",0
"9286",2013,"Hidalgo",1,1,"Electric power industry, and drinking water collection and supply",2284
"9287",2013,"Jungapeo",1,1,"Electric power industry, and drinking water collection and supply",0
"9288",2013,"Zitacuaro",1,1,"Electric power industry, and drinking water collection and supply",700
"9289",2013,"Angangueo",0,1,"Electric power industry, and drinking water collection and supply",0
"9290",2013,"Tlalpujahua",0,1,"Electric power industry, and drinking water collection and supply",0
"9291",2013,"Ocampo",1,1,"Electric power industry, and drinking water collection and supply",0
"9292",2013,"Maravatio",0,1,"Electric power industry, and drinking water collection and supply",0
"9293",2013,"Contepec",0,1,"Electric power industry, and drinking water collection and supply",0
"9294",2013,"Huetamo",0,1,"Electric power industry, and drinking water collection and supply",0
"9295",2013,"San Lucas",0,1,"Electric power industry, and drinking water collection and supply",0
"9296",2013,"Irimbo",0,1,"Electric power industry, and drinking water collection and supply",0
"9297",2013,"Aporo",0,1,"Electric power industry, and drinking water collection and supply",0
"9298",2013,"Tuxpan",1,1,"Electric power industry, and drinking water collection and supply",198
"9299",2013,"Senguio",0,1,"Electric power industry, and drinking water collection and supply",0
"9300",2013,"Tiquicheo",0,1,"Electric power industry, and drinking water collection and supply",0
"9301",2013,"Tuzantla",0,1,"Electric power industry, and drinking water collection and supply",0
"9302",2013,"Juarez",1,1,"Electric power industry, and drinking water collection and supply",0
"9303",2013,"Epitacio Huerta",0,1,"Electric power industry, and drinking water collection and supply",0
"9304",2013,"Arteaga",0,1,"Electric power industry, and drinking water collection and supply",1555
"9305",2013,"Lazaro Cardenas",0,1,"Electric power industry, and drinking water collection and supply",2537
"9306",2014,"Chinicuila",0,1,"Electric power industry, and drinking water collection and supply",0
"9307",2014,"Coahuayana",0,1,"Electric power industry, and drinking water collection and supply",245
"9308",2014,"Aquila",0,1,"Electric power industry, and drinking water collection and supply",0
"9309",2014,"Morelia",0,1,"Electric power industry, and drinking water collection and supply",6580
"9310",2014,"Nocupetaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9311",2014,"Patzcuaro",1,1,"Electric power industry, and drinking water collection and supply",758
"9312",2014,"Quiroga",1,1,"Electric power industry, and drinking water collection and supply",0
"9313",2014,"Tacambaro",1,1,"Electric power industry, and drinking water collection and supply",346
"9314",2014,"Turicato",1,1,"Electric power industry, and drinking water collection and supply",0
"9315",2014,"Zacapu",0,1,"Electric power industry, and drinking water collection and supply",713
"9316",2014,"Tarimbaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9317",2014,"Acuitzio",1,1,"Electric power industry, and drinking water collection and supply",48
"9318",2014,"Ario",1,1,"Electric power industry, and drinking water collection and supply",0
"9319",2014,"Erongaricuaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9320",2014,"La Huacana",0,1,"Electric power industry, and drinking water collection and supply",0
"9321",2014,"Huiramba",1,1,"Electric power industry, and drinking water collection and supply",0
"9322",2014,"Lagunillas",1,1,"Electric power industry, and drinking water collection and supply",0
"9323",2014,"Madero",1,1,"Electric power industry, and drinking water collection and supply",0
"9324",2014,"Salvador Escalante",1,1,"Electric power industry, and drinking water collection and supply",0
"9325",2014,"Tzintzuntzan",1,1,"Electric power industry, and drinking water collection and supply",0
"9326",2014,"Angamacutiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9327",2014,"Jose Sixto Verduzco",0,1,"Electric power industry, and drinking water collection and supply",107
"9328",2014,"Morelos",0,1,"Electric power industry, and drinking water collection and supply",0
"9329",2014,"Panindicuaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9330",2014,"Puruandiro",0,1,"Electric power industry, and drinking water collection and supply",400
"9331",2014,"Churumuco",0,1,"Electric power industry, and drinking water collection and supply",0
"9332",2014,"Zinapecuaro",1,1,"Electric power industry, and drinking water collection and supply",290
"9333",2014,"Querendaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9334",2014,"Indaparapeo",0,1,"Electric power industry, and drinking water collection and supply",0
"9335",2014,"Charo",0,1,"Electric power industry, and drinking water collection and supply",0
"9336",2014,"Alvaro Obregon",0,1,"Electric power industry, and drinking water collection and supply",0
"9337",2014,"Coeneo",0,1,"Electric power industry, and drinking water collection and supply",0
"9338",2014,"Jimenez",0,1,"Electric power industry, and drinking water collection and supply",0
"9339",2014,"Huaniqueo",0,1,"Electric power industry, and drinking water collection and supply",0
"9340",2014,"Caracuaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9341",2014,"Cuitzeo",0,1,"Electric power industry, and drinking water collection and supply",184
"9342",2014,"Chucandiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9343",2014,"Santa Ana Maya",0,1,"Electric power industry, and drinking water collection and supply",0
"9344",2014,"Huandacareo",0,1,"Electric power industry, and drinking water collection and supply",63
"9345",2014,"Copandaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9346",2014,"Tzitzio",0,1,"Electric power industry, and drinking water collection and supply",0
"9347",2014,"Apatzingan",1,1,"Electric power industry, and drinking water collection and supply",908
"9348",2014,"Charapan",0,1,"Electric power industry, and drinking water collection and supply",0
"9349",2014,"Cheran",0,1,"Electric power industry, and drinking water collection and supply",0
"9350",2014,"Gabriel Zamora",0,1,"Electric power industry, and drinking water collection and supply",160
"9351",2014,"Mugica",0,1,"Electric power industry, and drinking water collection and supply",384
"9352",2014,"Nuevo Urecho",0,1,"Electric power industry, and drinking water collection and supply",0
"9353",2014,"Paracuaro",0,1,"Electric power industry, and drinking water collection and supply",98
"9354",2014,"Paracho",0,1,"Electric power industry, and drinking water collection and supply",220
"9355",2014,"Taretan",1,1,"Electric power industry, and drinking water collection and supply",0
"9356",2014,"Uruapan",1,1,"Electric power industry, and drinking water collection and supply",3465
"9357",2014,"Tingambato",1,1,"Electric power industry, and drinking water collection and supply",0
"9358",2014,"Tepalcatepec",0,1,"Electric power industry, and drinking water collection and supply",422
"9359",2014,"Buenavista",0,1,"Electric power industry, and drinking water collection and supply",303
"9360",2014,"Ziracuaretiro",1,1,"Electric power industry, and drinking water collection and supply",0
"9361",2014,"Nuevo Parangaricutiro",1,1,"Electric power industry, and drinking water collection and supply",0
"9362",2014,"Nahuatzen",0,1,"Electric power industry, and drinking water collection and supply",0
"9363",2014,"Coalcoman",0,1,"Electric power industry, and drinking water collection and supply",0
"9364",2014,"Tumbiscatio",0,1,"Electric power industry, and drinking water collection and supply",0
"9365",2014,"Aguililla",0,1,"Electric power industry, and drinking water collection and supply",0
"9366",2014,"Tancitaro",1,1,"Electric power industry, and drinking water collection and supply",43
"9367",2014,"Cotija",1,1,"Electric power industry, and drinking water collection and supply",110
"9368",2014,"Chilchota",1,1,"Electric power industry, and drinking water collection and supply",0
"9369",2014,"Jacona",0,1,"Electric power industry, and drinking water collection and supply",157
"9370",2014,"Jiquilpan",0,1,"Electric power industry, and drinking water collection and supply",868
"9371",2014,"La Piedad",0,1,"Electric power industry, and drinking water collection and supply",727
"9372",2014,"Los Reyes",1,1,"Electric power industry, and drinking water collection and supply",619
"9373",2014,"Periban",1,1,"Electric power industry, and drinking water collection and supply",72
"9374",2014,"Sahuayo",0,1,"Electric power industry, and drinking water collection and supply",94
"9375",2014,"Tinguindin",1,1,"Electric power industry, and drinking water collection and supply",0
"9376",2014,"Tocumbo",1,1,"Electric power industry, and drinking water collection and supply",0
"9377",2014,"Venustiano Carranza",0,1,"Electric power industry, and drinking water collection and supply",0
"9378",2014,"Zamora",0,1,"Electric power industry, and drinking water collection and supply",1264
"9379",2014,"Penjamillo",0,1,"Electric power industry, and drinking water collection and supply",188
"9380",2014,"Pajacuaran",0,1,"Electric power industry, and drinking water collection and supply",42
"9381",2014,"Vista Hermosa",0,1,"Electric power industry, and drinking water collection and supply",0
"9382",2014,"Tanhuato",0,1,"Electric power industry, and drinking water collection and supply",0
"9383",2014,"Brisenas",0,1,"Electric power industry, and drinking water collection and supply",0
"9384",2014,"Zinaparo",0,1,"Electric power industry, and drinking water collection and supply",0
"9385",2014,"Churintzio",0,1,"Electric power industry, and drinking water collection and supply",48
"9386",2014,"Numaran",0,1,"Electric power industry, and drinking water collection and supply",0
"9387",2014,"Tangancicuaro",1,1,"Electric power industry, and drinking water collection and supply",197
"9388",2014,"Purepero",1,1,"Electric power industry, and drinking water collection and supply",300
"9389",2014,"Tlazazalca",0,1,"Electric power industry, and drinking water collection and supply",0
"9390",2014,"Cojumatlan de Regules",0,1,"Electric power industry, and drinking water collection and supply",0
"9391",2014,"Chavinda",0,1,"Electric power industry, and drinking water collection and supply",0
"9392",2014,"Tangamandapio",1,1,"Electric power industry, and drinking water collection and supply",0
"9393",2014,"Yurecuaro",0,1,"Electric power industry, and drinking water collection and supply",315
"9394",2014,"Ecuandureo",0,1,"Electric power industry, and drinking water collection and supply",41
"9395",2014,"Villamar",0,1,"Electric power industry, and drinking water collection and supply",0
"9396",2014,"Ixtlan",0,1,"Electric power industry, and drinking water collection and supply",0
"9397",2014,"Marcos Castellanos",0,1,"Electric power industry, and drinking water collection and supply",0
"9398",2014,"Hidalgo",1,1,"Electric power industry, and drinking water collection and supply",1979
"9399",2014,"Jungapeo",1,1,"Electric power industry, and drinking water collection and supply",0
"9400",2014,"Zitacuaro",1,1,"Electric power industry, and drinking water collection and supply",794
"9401",2014,"Angangueo",0,1,"Electric power industry, and drinking water collection and supply",0
"9402",2014,"Tlalpujahua",0,1,"Electric power industry, and drinking water collection and supply",0
"9403",2014,"Ocampo",1,1,"Electric power industry, and drinking water collection and supply",0
"9404",2014,"Maravatio",0,1,"Electric power industry, and drinking water collection and supply",0
"9405",2014,"Contepec",0,1,"Electric power industry, and drinking water collection and supply",61
"9406",2014,"Huetamo",0,1,"Electric power industry, and drinking water collection and supply",0
"9407",2014,"San Lucas",0,1,"Electric power industry, and drinking water collection and supply",0
"9408",2014,"Irimbo",0,1,"Electric power industry, and drinking water collection and supply",0
"9409",2014,"Aporo",0,1,"Electric power industry, and drinking water collection and supply",0
"9410",2014,"Tuxpan",1,1,"Electric power industry, and drinking water collection and supply",205
"9411",2014,"Senguio",0,1,"Electric power industry, and drinking water collection and supply",0
"9412",2014,"Tiquicheo",0,1,"Electric power industry, and drinking water collection and supply",0
"9413",2014,"Tuzantla",0,1,"Electric power industry, and drinking water collection and supply",0
"9414",2014,"Juarez",1,1,"Electric power industry, and drinking water collection and supply",0
"9415",2014,"Epitacio Huerta",0,1,"Electric power industry, and drinking water collection and supply",0
"9416",2014,"Arteaga",0,1,"Electric power industry, and drinking water collection and supply",1538
"9417",2014,"Lazaro Cardenas",0,1,"Electric power industry, and drinking water collection and supply",2504
"9418",2015,"Chinicuila",0,1,"Electric power industry, and drinking water collection and supply",0
"9419",2015,"Coahuayana",0,1,"Electric power industry, and drinking water collection and supply",226
"9420",2015,"Aquila",0,1,"Electric power industry, and drinking water collection and supply",0
"9421",2015,"Morelia",0,1,"Electric power industry, and drinking water collection and supply",6737
"9422",2015,"Nocupetaro",0,1,"Electric power industry, and drinking water collection and supply",0
"9423",2015,"Patzcuaro",1,1,"Electric power industry, and drinking water collection and supply",740
"9424",2015,"Quiroga",1,1,"Electric power industry, and drinking water collection and supply",0
"9425",2015,"Tacambaro",1,1,"Electric power industry, and drinking water collection and supply",324
"9426",2015,"Turicato",1,1,"Electric power industry, and drinking water collection and supply",0
"9427",2015,"Zacapu",0,1,"Electric power industry, and drinking water collection and supply",737
"9428",2015,"Tarimbaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9429",2015,"Acuitzio",1,1,"Electric power industry, and drinking water collection and supply",45
"9430",2015,"Ario",1,1,"Electric power industry, and drinking water collection and supply",0
"9431",2015,"Erongaricuaro",1,1,"Electric power industry, and drinking water collection and supply",0
"9432",2015,"La Huacana",0,1,"Electric power industry, and drinking water collection and supply",0
"9433",2015,"Huiramba",1,1,"Electric power industry, and drinking water collection and supply",0
"9434",2015,"Lagunillas",1,1,"Electric power industry, and drinking water collection and supply",0
"9435",2015,"Madero",1,1,"Electric power industry, and drinking water collection and supply",0
"9436",2015,"Salvador Escalante",1,1,"Electric power industry, and drinking water collection and supply",0
"9437",2015,"Tzintzuntzan",1,1,"Electric power industry, and drinking water collection and supply",0
"9438",2015,"Angamacutiro",0,1,"Electric power industry, and drinking water collection and supply",0
"9439",2015,"Jose Sixto Verduzco",0,1,"Electric power industry, and drinking water collection and supply",116
"9440",2015,"Morelos",0,1,"Electric power industry, and drinking water collection and supply",0
"9441",2015,"Panindicuaro",0,1,"Electric power industry, and drinking water collection and supply",0
